location,area_sqft,resale,no_of_bedrooms,nearby_school_1km,nearby_hospital_1km,nearby_mall_1km,nearby_gym_1km,swimmingpool,rainwaterharvesting,sportsfacility,powerbackup,carparking,childrens_playarea,liftavailable,price
gowrivakkam,821,0,2,0,0,0,0,0,1,0,0,0,0,0,4695000.0
gowrivakkam,1020,0,3,0,0,0,0,0,1,0,0,0,0,0,5833000.0
gowrivakkam,921,0,2,0,0,0,0,0,1,0,0,0,0,0,5267000.0
gowrivakkam,1229,0,3,0,0,0,0,0,1,0,0,0,0,0,7028000.0
gowrivakkam,892,0,2,0,0,0,0,0,1,0,0,0,0,0,5101000.0
gowrivakkam,629,0,1,0,0,0,0,0,1,0,0,0,0,0,3597000.0
mogappair,1846,0,3,0,0,0,1,1,0,0,0,0,0,0,13300000.0
mogappair,1306,0,2,0,0,0,1,1,0,0,0,0,0,0,9500000.0
mogappair,1850,0,3,0,0,0,1,1,0,0,0,0,0,0,13700000.0
manapakkam,1092,0,2,0,0,0,0,0,0,0,0,0,0,1,6333000.0
manapakkam,701,0,2,0,0,0,0,0,0,0,0,0,0,1,4065999.0
manapakkam,778,0,2,0,0,0,0,0,0,0,0,0,0,1,4513000.0
poonamallee,638,0,1,0,0,0,0,0,0,0,0,0,0,0,2743000.0
mudichur,550,0,1,0,0,0,0,0,0,0,0,0,0,0,2089999.0
saidapet,2684,0,4,0,0,0,1,1,0,0,1,0,1,1,33500000.0
saidapet,1733,0,3,0,0,0,1,1,0,0,1,0,1,1,21600000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2499000.0
pammal,589,0,1,0,0,0,0,0,0,0,0,0,0,0,2827000.0
pammal,976,0,2,0,0,0,0,0,0,0,0,0,0,0,4684000.0
pammal,876,0,2,0,0,0,0,0,0,0,0,0,0,0,4204000.0
pammal,1231,0,3,0,0,0,0,0,0,0,0,0,0,0,5908000.0
avadi,677,0,2,1,1,0,0,0,0,0,1,1,1,1,2500000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2750000.0
madipakkam,884,0,2,0,0,0,0,0,0,0,0,0,0,1,4684000.0
madipakkam,914,0,2,0,0,0,0,0,0,0,0,0,0,1,4843000.0
madipakkam,830,0,2,0,0,0,0,0,0,0,0,0,0,1,4398000.0
poonamallee,850,0,2,0,0,0,0,0,0,0,1,0,0,0,3442000.0
poonamallee,900,0,2,0,0,0,0,0,0,0,1,0,0,0,3554999.0
poonamallee,900,0,2,0,0,0,0,0,0,0,0,0,0,0,3554999.0
poonamallee,930,0,2,0,0,0,0,0,0,0,1,0,0,0,3627000.0
pammal,750,0,2,0,0,0,0,0,0,0,0,0,0,0,3675000.0
pammal,1070,0,2,0,0,0,0,0,0,0,0,0,0,0,5243000.0
tambaram west,951,0,2,0,0,0,0,0,1,0,0,0,0,0,6181000.0
tambaram west,486,0,1,0,0,0,0,0,1,0,0,0,0,0,3159000.0
tambaram west,922,0,2,0,0,0,0,0,1,0,0,0,0,0,5993000.0
tambaram west,1251,0,3,0,0,0,0,0,1,0,0,0,0,0,8131000.0
tambaram west,1070,0,2,0,0,0,0,0,1,0,0,0,0,0,6955000.0
pallavaram,1001,0,2,0,0,0,0,0,0,0,0,0,0,0,5205000.0
pallavaram,1050,0,2,0,0,0,0,0,0,0,0,0,0,0,5460000.0
pallavaram,888,0,2,0,0,0,0,0,0,0,0,0,0,0,4617000.0
pallavaram,1200,0,3,0,0,0,0,0,0,0,0,0,0,0,6240000.0
alwarpet,1000,1,2,0,0,0,0,0,0,0,1,0,1,1,11500000.0
adambakkam,1000,0,2,0,0,0,0,0,0,0,0,0,0,1,8000000.0
pammal,725,0,2,0,0,0,0,0,0,0,0,0,0,1,3479999.0
pammal,806,0,2,0,0,0,0,0,0,0,0,0,0,1,3868000.0
pammal,756,0,2,0,0,0,0,0,0,0,0,0,0,1,3628000.0
pammal,766,0,2,0,0,0,0,0,0,0,0,0,0,1,3676000.0
madambakkam,1000,0,2,0,0,0,0,0,1,0,0,1,0,1,5000000.0
madambakkam,1003,0,2,0,0,0,0,0,1,0,0,1,0,1,5015000.0
madambakkam,1161,0,3,0,0,0,0,0,1,0,0,1,0,1,5805000.0
madambakkam,898,0,2,0,0,0,0,0,1,0,0,1,0,1,4490000.0
perungudi,815,0,2,0,0,0,0,0,1,0,1,0,0,0,5599000.0
iyyappanthangal,560,0,1,0,0,0,0,0,0,0,1,1,0,0,2900000.0
iyyappanthangal,540,0,1,0,0,0,0,0,0,0,1,1,0,0,2800000.0
iyyappanthangal,1035,0,2,0,0,0,0,0,0,0,1,1,0,0,5400000.0
anna nagar west,1250,0,3,0,0,0,0,0,0,0,1,0,1,1,17400000.0
thiruverkadu,570,0,2,0,0,0,1,1,1,1,1,1,1,1,2500000.0
thiruverkadu,570,0,1,0,0,0,1,1,1,1,1,1,1,1,2475000.0
thiruverkadu,575,0,1,0,0,0,1,1,1,1,1,1,1,1,2480000.0
maduravoyal,1020,0,2,0,0,0,1,1,0,0,1,0,1,1,5300000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2520000.0
avadi,677,0,1,1,1,0,1,0,0,1,1,1,1,1,2675000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2475000.0
urapakkam,900,0,2,0,0,0,0,0,0,0,0,1,0,0,3443000.0
urapakkam,552,0,1,0,0,0,0,0,0,0,0,1,0,0,2003000.0
kolapakkam,881,0,2,0,0,0,0,0,0,0,0,1,0,0,3347000.0
urapakkam,700,0,2,0,0,0,0,0,0,0,0,1,0,0,2731000.0
avadi,892,0,2,0,0,0,0,0,0,0,0,0,1,0,3700000.0
tambaram west,840,0,2,0,0,0,0,0,0,0,0,0,1,1,5000000.0
perungudi,900,0,2,0,0,0,0,0,0,0,0,0,0,0,12000000.0
perungudi,1200,0,3,0,0,0,0,0,0,0,0,0,0,0,10000000.0
guindy,1500,1,3,0,0,0,1,0,1,0,1,1,1,1,8500000.0
maduravoyal,1100,0,2,0,0,0,1,1,0,1,1,0,1,1,5750000.0
maduravoyal,1045,0,2,0,0,0,1,1,0,0,1,0,1,1,5350000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2480000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2495000.0
avadi,1054,0,2,0,0,0,0,0,0,0,0,0,1,0,4200000.0
avadi,1055,0,2,0,0,0,0,0,0,0,0,0,1,0,4230000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2500000.0
avadi,574,0,1,0,0,0,0,0,0,0,0,0,1,0,2295000.0
avadi,892,0,2,0,0,0,0,0,0,0,0,0,1,0,3701000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2525000.0
avadi,570,0,1,0,0,0,1,1,1,1,0,0,1,1,2450000.0
avadi,570,0,1,0,0,0,1,1,1,1,1,0,1,1,2460000.0
thiruverkadu,1100,0,1,0,0,0,1,1,1,1,1,1,1,1,4300000.0
thiruverkadu,915,0,1,0,0,0,1,1,1,1,1,1,1,1,4200000.0
thiruverkadu,1000,0,1,0,0,0,1,1,1,1,1,1,1,1,4250000.0
thiruverkadu,1200,0,1,0,0,0,1,1,1,1,1,1,1,1,4350000.0
thiruverkadu,570,0,1,0,0,0,1,1,1,1,1,1,1,1,2400000.0
thiruverkadu,550,0,1,0,0,0,1,1,1,1,1,1,1,1,2450000.0
thiruverkadu,570,0,1,0,0,0,1,1,1,1,1,1,1,1,2490000.0
thiruverkadu,550,0,1,0,0,0,1,1,1,1,1,1,1,1,2400000.0
thiruverkadu,570,0,1,0,0,0,1,1,1,1,1,1,1,1,2485000.0
thiruverkadu,570,0,1,0,0,0,1,1,1,1,1,1,1,1,2500000.0
thiruverkadu,575,0,1,0,0,0,1,1,1,1,1,1,1,1,2475000.0
avadi,677,0,1,1,1,0,1,0,0,1,1,1,1,1,2700000.0
avadi,677,0,2,1,1,0,1,0,0,0,1,1,1,1,2650000.0
avadi,677,0,2,1,1,0,1,0,0,1,1,1,1,1,2675000.0
navallur,1077,0,2,0,0,0,1,0,0,0,0,0,1,0,4841000.0
navallur,1043,0,2,0,0,0,1,0,0,0,0,0,1,0,4688000.0
navallur,1347,0,3,0,0,0,1,0,0,0,0,0,1,0,6054000.0
navallur,1281,0,3,0,0,0,1,0,0,0,0,0,1,0,5758000.0
navallur,1321,0,3,0,0,0,1,0,0,0,0,0,1,0,5937000.0
navallur,1361,0,3,0,0,0,1,0,0,0,0,0,1,0,6117000.0
navallur,1294,0,3,0,0,0,1,0,0,0,0,0,1,0,5816000.0
navallur,1091,0,2,0,0,0,1,0,0,0,0,0,1,0,4904000.0
navallur,1038,0,2,0,0,0,1,0,0,0,0,0,1,0,4665000.0
navallur,997,0,2,0,0,0,1,0,0,0,0,0,1,0,4481000.0
korattur,994,0,2,0,0,0,1,0,0,1,1,0,1,1,6461000.0
korattur,984,0,2,0,0,0,1,0,0,1,1,0,1,1,6396000.0
korattur,1031,0,2,0,0,0,1,0,0,1,1,0,1,1,6636000.0
korattur,963,0,2,0,0,0,1,0,0,1,1,0,1,1,6259000.0
korattur,983,0,2,0,0,0,1,0,0,1,1,0,1,1,6389000.0
anna nagar,984,0,2,0,0,0,1,0,0,1,1,0,1,1,6396000.0
tambaram west,840,0,2,0,0,0,0,0,0,0,0,0,1,1,5400000.0
tambaram west,840,0,2,0,0,0,0,0,0,0,0,0,0,1,5050000.0
chromepet,550,0,1,0,0,0,0,0,0,0,0,0,0,0,3800000.0
moolacheri,999,0,2,0,0,0,1,1,1,0,1,1,1,0,4934000.0
moolacheri,603,0,2,0,0,0,1,1,1,0,1,1,1,0,3400000.0
moolacheri,1152,0,2,0,0,0,1,1,1,0,1,1,1,0,5800000.0
moolacheri,603,0,1,0,0,0,1,1,1,0,1,1,1,0,3143000.0
moolacheri,612,0,1,0,0,0,1,1,1,0,1,1,1,0,3200000.0
pammal,804,0,2,0,0,0,0,0,0,0,0,0,0,0,4020000.0
pammal,950,0,3,0,0,0,0,0,0,0,0,0,0,0,4750000.0
pammal,891,0,2,0,0,0,0,0,0,0,0,0,0,0,4455000.0
pammal,604,0,1,0,0,0,0,0,0,0,0,0,0,0,3020000.0
pammal,857,0,2,0,0,0,0,0,0,0,0,0,0,0,4285000.0
pammal,773,0,2,0,0,0,0,0,0,0,0,0,0,0,3865000.0
pammal,1005,0,3,0,0,0,0,0,0,0,0,0,0,0,5025000.0
pammal,850,0,2,0,0,0,0,0,0,0,0,0,0,0,4250000.0
tambaram sanatoruim,895,0,2,0,0,0,0,0,0,0,0,0,0,1,6265000.0
tambaram west,845,0,2,0,0,0,0,0,0,0,0,0,0,0,5070000.0
tambaram west,975,0,2,0,0,0,0,0,0,0,0,0,0,1,5850000.0
irumbuliyur,550,0,1,0,0,0,0,0,0,0,0,0,0,1,3000000.0
poonamallee,900,0,2,0,0,0,0,0,0,0,1,0,0,0,3510000.0
irumbuliyur,550,0,1,0,0,0,0,0,0,0,0,0,0,0,2750000.0
tambaram west,550,0,1,0,0,0,0,0,0,0,0,0,0,0,2850000.0
chromepet,900,0,2,0,0,0,0,0,0,0,0,0,0,0,6600000.0
anna nagar,1069,0,2,0,0,0,1,0,0,1,1,0,1,1,6948000.0
anna nagar,994,0,2,0,0,0,1,0,0,1,1,0,1,1,6461000.0
anna nagar,983,0,2,0,0,0,1,0,0,1,1,0,1,1,6389000.0
anna nagar west,983,0,2,0,0,0,1,0,0,1,1,0,1,1,6389000.0
tambaram west,880,0,2,0,0,0,0,0,0,0,0,0,0,0,4831000.0
kolathur,1469,0,3,0,0,0,1,0,1,0,1,0,1,1,9548000.0
kolathur,984,0,2,0,0,0,1,0,1,0,1,0,1,1,6396000.0
kolathur,1409,0,3,0,0,0,1,0,1,0,1,0,1,1,9158000.0
kolathur,983,0,2,0,0,0,1,0,1,0,1,0,1,1,6389000.0
kolathur,1051,0,2,0,0,0,1,0,1,0,1,0,1,1,6831000.0
kolathur,1021,0,2,0,0,0,1,0,1,0,1,0,1,1,6636000.0
kolathur,994,0,2,0,0,0,1,0,1,0,1,0,1,1,6461000.0
kolathur,1010,0,2,0,0,0,1,0,1,0,1,0,1,1,6565000.0
kolathur,1265,0,3,0,0,0,1,0,1,0,1,0,1,1,8222000.0
kolathur,1069,0,2,0,0,0,1,0,1,0,1,0,1,1,6948000.0
kolathur,963,0,2,0,0,0,1,0,1,0,1,0,1,1,6259000.0
tambaram west,897,0,2,0,0,0,0,0,0,0,0,0,0,0,3229000.0
thirumullaivoyal,900,0,2,0,0,0,0,0,0,0,0,0,0,0,4000000.0
korattur,1265,0,3,0,0,0,1,0,0,1,1,0,1,1,8222000.0
korattur,1069,0,2,0,0,0,1,0,0,1,1,0,1,1,6948000.0
korattur,1409,0,3,0,0,0,1,0,0,1,1,0,1,1,9158000.0
korattur,983,0,2,0,0,0,1,0,0,0,1,0,1,1,6389000.0
korattur,1469,0,3,0,0,0,1,0,0,1,1,0,1,1,9548000.0
korattur,1010,0,2,0,0,0,1,0,0,1,1,0,1,1,6565000.0
korattur,1409,0,3,0,0,0,1,0,0,0,1,0,1,1,9158000.0
korattur,1021,0,2,0,0,0,1,0,0,1,1,0,1,1,6636000.0
korattur,994,0,2,0,0,0,1,0,0,1,1,0,1,1,6461000.0
korattur,1265,0,3,0,0,0,1,0,0,1,1,0,1,1,8222000.0
velachery,1085,0,2,0,0,0,0,0,1,0,1,0,0,0,7052000.0
iyyappanthangal,600,1,1,1,1,1,1,1,1,0,1,1,1,1,4000000.0
singaperumal koil,1971,0,3,0,0,0,1,1,1,0,1,1,1,1,8353000.0
singaperumal koil,1595,0,3,0,0,0,1,1,1,1,1,1,1,1,7252000.0
thoraipakkam,1827,0,4,0,0,0,1,0,0,0,1,0,0,0,11399999.0
thoraipakkam,1286,0,2,0,0,0,1,0,0,0,1,0,0,0,8037000.0
thoraipakkam,1421,0,2,0,0,0,1,0,0,0,1,0,0,0,8881000.0
thoraipakkam,1593,0,3,0,0,0,1,0,0,0,1,0,0,0,9956000.0
thoraipakkam,1528,0,3,0,0,0,1,0,0,0,1,0,0,0,9550000.0
sholinganallur,1951,0,4,0,0,0,0,0,0,0,1,0,0,1,9387000.0
sholinganallur,1951,0,4,0,0,0,0,0,0,0,1,0,0,1,9400000.0
ayapakkam,1191,0,3,0,0,0,0,0,0,0,0,0,0,0,6500000.0
perambur,591,0,1,0,0,0,1,1,0,0,0,1,0,0,3581000.0
perambur,1180,0,3,0,0,0,1,1,0,0,0,1,0,0,7150000.0
perambur,956,0,2,0,0,0,1,1,0,0,0,1,0,0,5793000.0
perambur,657,0,2,0,0,0,1,1,0,0,0,1,0,0,3981000.0
singaperumal koil,1225,0,3,0,0,0,1,1,1,0,1,1,1,0,4165000.0
singaperumal koil,977,0,2,0,0,0,1,1,1,0,1,1,1,0,3321000.0
chromepet,900,0,2,0,0,0,0,0,1,0,0,1,0,1,6948999.0
chromepet,895,0,2,0,0,0,0,0,1,0,0,1,0,1,6912000.0
chromepet,875,0,2,0,0,0,0,0,1,0,0,1,0,1,6765000.0
sholinganallur,932,0,2,0,0,0,0,0,1,0,1,0,0,1,4939000.0
thoraipakkam,1671,0,3,0,0,0,1,0,0,0,1,0,1,1,10800000.0
thoraipakkam,1286,0,2,0,0,0,1,0,0,0,1,0,1,1,8494000.0
thoraipakkam,1528,0,3,0,0,0,1,0,0,0,1,0,1,1,10100000.0
tambaram sanatoruim,875,0,2,0,0,0,0,0,0,0,0,0,0,1,6845000.0
kelambakkam,1278,0,2,0,0,0,1,1,1,0,1,0,0,1,4599000.0
kelambakkam,1705,0,3,0,0,0,1,1,1,0,1,0,0,1,6136000.0
kelambakkam,1221,0,2,0,0,0,1,1,1,0,1,0,0,1,4394000.0
kelambakkam,1586,0,3,0,0,0,1,1,1,0,1,0,0,1,5708000.0
kelambakkam,1723,0,3,0,0,0,1,1,1,0,1,0,0,1,6201000.0
kelambakkam,1529,0,3,0,0,0,1,1,1,0,1,0,0,1,5502000.0
kelambakkam,1237,0,2,0,0,0,1,1,1,0,1,0,0,1,4451000.0
kelambakkam,1666,0,3,0,0,0,1,1,1,0,1,0,0,1,5995000.0
thoraipakkam,1546,0,3,0,0,0,1,0,0,0,1,0,0,0,9662000.0
thoraipakkam,1452,0,2,0,0,0,1,0,0,0,1,0,0,0,9075000.0
thoraipakkam,1550,0,3,0,0,0,1,0,0,0,1,0,0,0,9687000.0
madipakkam,1444,0,3,0,0,0,1,1,0,0,0,0,1,0,9500000.0
madipakkam,1541,0,3,0,0,0,1,1,0,0,0,0,1,0,10100000.0
madipakkam,1395,0,3,0,0,0,1,1,0,0,0,0,1,0,9200000.0
chetpet,2500,0,3,0,0,0,1,1,0,0,1,0,0,1,47500000.0
chetpet,1500,1,3,0,0,0,1,1,0,1,1,0,0,1,21000000.0
kilpauk,2102,1,3,0,0,0,0,0,0,0,1,0,0,1,29400000.0
anna nagar,2062,0,3,1,1,1,1,1,1,1,1,1,1,1,22000000.0
chetpet,2458,0,3,0,0,0,1,0,0,0,1,0,0,1,33600000.0
anna nagar,2062,1,3,1,1,1,1,1,1,1,1,1,1,1,22000000.0
kilpauk,2042,1,3,0,0,0,0,0,0,0,1,0,0,1,28500000.0
anna nagar,2062,1,3,1,1,1,1,1,1,1,1,1,1,1,21000000.0
anna nagar,1555,1,2,1,1,1,1,1,1,1,1,1,1,1,15500000.0
ayapakkam,1191,0,3,0,0,0,0,0,0,0,0,0,0,0,6400000.0
raja annamalai puram,2500,1,3,0,0,0,1,1,0,1,1,0,1,1,37500000.0
raja annamalai puram,3150,0,4,0,0,0,0,0,0,0,0,0,0,0,65000000.0
raja annamalai puram,3150,0,4,0,0,0,0,0,0,0,1,0,0,1,65000000.0
tambaram west,540,0,1,0,0,0,0,0,0,0,0,0,0,0,2979000.0
tambaram west,525,0,1,0,0,0,0,0,0,0,0,0,0,0,2950000.0
egmore,1970,1,3,0,0,0,1,1,0,0,1,0,1,1,28000000.0
tambaram west,550,0,1,0,0,0,0,0,0,0,0,0,0,0,3011000.0
tambaram west,975,0,2,0,0,0,0,0,0,0,0,0,0,0,7500000.0
kilpauk,3405,0,4,0,0,0,1,1,0,1,1,0,1,1,45000000.0
alwarpet,3050,1,3,0,0,0,0,0,0,0,1,0,1,1,54900000.0
raja annamalai puram,2781,0,4,0,0,0,1,1,0,0,1,0,0,1,55599999.0
raja annamalai puram,2348,0,3,0,0,0,1,1,0,0,1,0,0,1,46900000.0
alwarpet,2316,1,3,0,0,0,0,0,0,0,0,0,0,0,32500000.0
porur,945,0,2,0,0,0,0,0,0,0,1,0,0,1,4063000.0
porur,765,0,1,0,0,0,0,0,0,0,1,0,0,1,3365000.0
porur,765,0,1,0,0,0,0,0,0,0,1,0,0,1,3289000.0
porur,725,0,1,0,0,0,0,0,0,0,1,0,0,1,3117000.0
nungambakkam,2902,0,3,0,0,0,0,0,0,0,0,1,0,0,59000000.0
nungambakkam,2902,0,3,0,0,0,0,0,0,0,1,1,0,1,59000000.0
ayapakkam,1330,0,3,0,0,0,0,0,0,0,0,0,0,0,7200000.0
ayapakkam,1183,0,3,0,0,0,0,0,0,0,0,0,0,0,6400000.0
ayapakkam,697,0,3,0,0,0,0,0,0,0,0,0,0,0,6600000.0
periyapanicheri,740,0,2,0,0,0,0,0,0,0,0,0,0,0,3931000.0
periyapanicheri,900,0,2,0,0,0,0,0,0,0,0,0,0,0,4730000.0
periyapanicheri,1060,0,3,0,0,0,0,0,0,0,0,0,0,0,5529000.0
periyapanicheri,700,0,2,0,0,0,0,0,0,0,0,0,0,0,3732000.0
periyapanicheri,760,0,2,0,0,0,0,0,0,0,0,0,0,0,4033000.0
kolapakkam,500,0,1,0,0,0,0,0,0,0,0,0,0,0,2535000.0
kolapakkam,600,1,1,0,0,0,0,0,0,0,0,0,0,1,3264000.0
kolapakkam,640,0,1,0,0,0,0,0,0,0,0,0,0,0,3347000.0
kolapakkam,720,0,2,0,0,0,0,0,0,0,0,0,0,0,3972999.0
kolapakkam,590,0,2,0,0,0,0,0,0,0,0,0,0,0,2982000.0
kolapakkam,700,0,2,0,0,0,0,0,0,0,0,0,0,0,3869000.0
kolapakkam,1090,0,2,0,0,0,0,0,0,0,0,0,0,0,5862000.0
perungudi,1198,0,2,0,0,0,0,0,1,0,1,1,0,1,7367000.0
thiruvanmiyur,1938,0,3,0,0,0,1,1,1,0,1,1,0,1,24200000.0
thoraipakkam,1100,0,2,0,0,0,1,1,0,0,0,0,0,0,6589000.0
raja annamalai puram,2610,0,3,0,0,0,1,1,0,0,1,1,1,0,56100000.0
raja annamalai puram,2450,0,3,0,0,0,1,1,0,0,1,1,1,0,52600000.0
raja annamalai puram,3225,0,4,0,0,0,1,1,0,0,1,1,1,0,75700000.0
raja annamalai puram,2255,0,3,0,0,0,1,1,0,0,1,1,1,0,48400000.0
raja annamalai puram,3810,0,4,0,0,0,1,1,0,0,1,1,1,0,104700000.0
raja annamalai puram,2400,0,3,0,0,0,1,1,0,0,1,1,1,0,51600000.0
raja annamalai puram,2200,0,3,0,0,0,1,1,0,0,1,1,1,0,47300000.0
karapakkam,1307,0,3,0,0,0,1,1,1,1,1,1,1,0,8792000.0
karapakkam,1314,0,3,0,0,0,1,1,1,1,1,1,1,0,8836000.0
karapakkam,1027,0,2,0,0,0,1,1,1,1,1,1,1,0,6995999.0
karapakkam,1358,0,3,0,0,0,1,1,1,1,1,1,1,0,9119000.0
karapakkam,1024,0,2,0,0,0,1,1,1,1,1,1,1,0,6977000.0
karapakkam,2686,0,4,0,0,0,1,1,1,1,1,1,1,0,19000000.0
karapakkam,1561,0,3,0,0,0,1,1,1,1,1,1,1,0,10400000.0
karapakkam,1296,0,3,0,0,0,1,1,1,1,1,1,1,0,8721000.0
karapakkam,1566,0,3,0,0,0,1,1,1,1,1,1,1,0,10400000.0
karapakkam,1829,0,3,0,0,0,1,1,1,1,1,1,1,0,13200000.0
karapakkam,1564,0,3,0,0,0,1,1,1,1,1,1,1,0,10400000.0
karapakkam,1348,0,3,0,0,0,1,1,1,1,1,1,1,0,9055000.0
karapakkam,1944,0,3,0,0,0,1,1,1,1,1,1,1,0,13799999.0
karapakkam,2630,0,4,0,0,0,1,1,1,1,1,1,1,0,18600000.0
karapakkam,2616,0,4,0,0,0,1,1,1,1,1,1,1,0,18500000.0
karapakkam,1599,0,3,0,0,0,1,1,1,1,1,1,1,0,10600000.0
perungudi,1173,0,2,0,0,0,0,0,1,0,1,1,0,1,7213000.0
perungudi,1584,0,3,0,0,0,0,0,1,0,1,1,0,1,9741000.0
thiruvanmiyur,1970,0,3,0,0,0,1,1,1,0,1,1,0,1,24600000.0
thiruvanmiyur,1871,0,3,0,0,0,1,1,1,0,1,1,0,1,23300000.0
thiruvanmiyur,1431,0,2,0,0,0,1,1,1,0,1,1,0,1,17800000.0
thiruvanmiyur,1831,0,3,0,0,0,1,1,1,0,1,1,0,1,22799999.0
vadapalani,2394,0,4,0,0,0,1,1,1,0,1,0,1,1,25299999.0
vadapalani,1517,0,3,0,0,0,1,1,1,0,1,0,1,1,16000000.0
vadapalani,1516,0,3,0,0,0,1,1,1,0,1,0,1,1,16000000.0
vadapalani,1685,0,3,0,0,0,1,1,1,0,1,0,1,1,17800000.0
vadapalani,1954,0,3,0,0,0,1,1,1,0,1,0,1,1,20700000.0
vadapalani,1888,0,3,0,0,0,1,1,1,0,1,0,1,1,20000000.0
vadapalani,1695,0,3,0,0,0,1,1,1,0,1,0,1,1,17900000.0
vadapalani,1496,0,3,0,0,0,1,1,1,0,1,0,1,1,15800000.0
vadapalani,1891,0,3,0,0,0,1,1,1,0,1,0,1,1,20000000.0
vadapalani,1495,0,3,0,0,0,1,1,1,0,1,0,1,1,15800000.0
vadapalani,1474,0,3,0,0,0,1,1,1,0,1,0,1,1,15600000.0
vadapalani,1611,0,3,0,0,0,1,1,1,0,1,0,1,1,17000000.0
vadapalani,1610,0,3,0,0,0,1,1,1,0,1,0,1,1,17000000.0
vadapalani,1923,0,3,0,0,0,1,1,1,0,1,0,1,1,20299999.0
vadapalani,1925,0,3,0,0,0,1,1,1,0,1,0,1,1,20400000.0
vadapalani,2350,0,4,0,0,0,1,1,1,0,1,0,1,1,24900000.0
tambaram west,915,0,2,0,0,0,0,0,1,0,1,1,0,0,3202000.0
tambaram west,915,0,2,0,0,0,0,0,1,0,1,1,0,1,3202000.0
alandur,1018,0,2,0,0,0,1,1,0,1,1,0,1,1,8900000.0
kovur,913,0,2,0,0,0,1,1,1,1,1,1,1,1,5400000.0
kelambakkam,994,0,2,0,0,0,1,1,0,1,1,0,1,1,5100000.0
thoraipakkam,734,0,2,0,0,0,1,1,0,0,1,1,0,0,6500000.0
selaiyur,965,0,2,0,0,0,0,0,1,0,1,0,0,1,3377000.0
tambaram west,1110,0,2,0,0,0,0,0,1,0,1,1,0,1,3885000.0
vandalur,1062,0,2,0,0,0,0,0,0,0,1,0,0,1,4000000.0
vandalur,1062,0,2,0,0,0,0,0,0,0,1,0,0,0,4000000.0
vandalur,1062,0,2,0,0,0,0,0,0,0,0,0,0,0,4000000.0
pozhichalur,852,0,2,0,0,0,0,0,0,0,1,1,0,0,3322000.0
pozhichalur,786,0,2,0,0,0,0,0,0,0,1,1,0,0,3065000.0
pozhichalur,720,0,2,0,0,0,0,0,0,0,1,1,0,0,2808000.0
pozhichalur,840,0,2,0,0,0,0,0,0,0,1,1,0,0,3276000.0
pozhichalur,746,0,2,0,0,0,0,0,0,0,1,1,0,0,2909000.0
pozhichalur,782,0,2,0,0,0,0,0,0,0,1,1,0,0,3049000.0
pozhichalur,733,0,2,0,0,0,0,0,0,0,1,1,0,0,2858000.0
kolathur,1565,0,2,0,0,0,1,1,1,0,1,1,1,1,8216000.0
kolathur,1277,0,2,0,0,0,1,1,1,0,1,1,1,1,6704000.0
kolathur,1767,0,3,0,0,0,1,1,1,0,1,1,1,1,9276000.0
kolathur,1938,0,3,0,0,0,1,1,1,0,1,1,1,1,10100000.0
kolathur,2627,0,3,0,0,0,1,1,1,0,1,1,1,1,13700000.0
kolathur,3234,0,3,0,0,0,1,1,1,0,1,1,1,1,16900000.0
kolathur,2020,0,3,0,0,0,1,1,1,0,1,1,1,1,10600000.0
kolathur,1355,0,2,0,0,0,1,1,1,0,1,1,1,1,7113000.0
kolathur,1639,0,2,0,0,0,1,1,1,0,1,1,1,1,8604000.0
kolathur,1859,0,3,0,0,0,1,1,1,0,1,1,1,1,9759000.0
kolathur,1758,0,3,0,0,0,1,1,1,0,1,1,1,1,9229000.0
madipakkam,1506,0,3,0,0,0,1,0,0,0,1,1,1,1,12100000.0
madipakkam,1444,0,3,0,0,0,1,0,0,0,1,1,1,1,11600000.0
madipakkam,1282,0,3,0,0,0,1,0,0,0,1,1,1,1,10200000.0
madipakkam,1215,0,2,0,0,0,1,0,0,0,1,1,1,1,9742000.0
madipakkam,1464,0,3,0,0,0,1,0,0,0,1,1,1,1,11700000.0
madipakkam,965,0,2,0,0,0,1,0,0,0,1,1,1,1,7867000.0
madipakkam,1100,0,2,0,0,0,1,0,0,0,1,1,1,1,8767000.0
madipakkam,1068,0,2,0,0,0,1,0,0,0,1,1,1,1,8589000.0
adyar,1975,0,3,0,0,0,1,1,0,1,1,0,1,1,30000000.0
thiruvanmiyur,1975,0,3,0,0,0,1,1,0,1,1,0,1,1,30000000.0
maduravoyal,1024,0,2,0,0,0,1,1,0,1,1,0,1,1,6500000.0
vanagaram,592,0,1,0,0,0,1,1,0,1,1,0,1,1,4000000.0
pallavaram,1076,0,2,0,0,0,1,1,1,1,1,0,1,1,9000000.0
peerakankaranai,1062,0,2,0,0,0,0,0,0,0,1,0,0,1,4000000.0
vandalur,1060,0,2,0,0,0,0,0,0,0,1,0,0,0,4000000.0
